"path","clip_1","clip_2","label"
"./data/SFS-Static/ProcessedData/EECS-1005","clip-011","clip-012","1"
"./data/SFS-Static/ProcessedData/EWRE-185","clip-015","clip-019","0"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-017","clip-012","0"
"./data/SFS-Static/ProcessedData/EECS-1003","clip-010","clip-012","1"
"./data/SFS-Static/ProcessedData/DOW-1013","clip-007","clip-019","1"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-019","clip-015","0"
"./data/SFS-Static/ProcessedData/EECS-1005","clip-000","clip-017","1"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-013","clip-018","1"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-011","clip-001","0"
"./data/SFS-Static/ProcessedData/FXB-1008","clip-006","clip-015","1"
"./data/SFS-Static/ProcessedData/FXB-1109","clip-012","clip-001","0"
"./data/SFS-Static/ProcessedData/EECS-1005","clip-005","clip-008","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-027","clip-007","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-008","clip-026","1"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-003","clip-017","1"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-016","clip-019","0"
"./data/SFS-Static/ProcessedData/CSRB-2236","clip-000","clip-011","1"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-014","clip-016","1"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-023","clip-016","0"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-000","clip-016","1"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-010","clip-002","0"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-027","clip-014","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-013","clip-028","1"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-014","clip-004","0"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-017","clip-005","0"
"./data/SFS-Static/ProcessedData/GGB-1025","clip-012","clip-015","0"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-013","clip-027","1"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-009","clip-029","1"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-007","clip-014","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-016","clip-027","1"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-004","clip-013","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-025","clip-024","1"
"./data/SFS-Static/ProcessedData/EECS-3427","clip-010","clip-017","1"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-017","clip-000","0"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-009","clip-011","1"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-019","clip-018","0"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-029","clip-007","0"
"./data/SFS-Static/ProcessedData/FXB-1109","clip-013","clip-010","0"
"./data/SFS-Static/ProcessedData/GGB-1025","clip-011","clip-000","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-007","clip-015","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-020","clip-005","0"
"./data/SFS-Static/ProcessedData/EECS-3427","clip-013","clip-006","0"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-013","clip-015","1"
"./data/SFS-Static/ProcessedData/EECS-1303","clip-019","clip-016","1"
"./data/SFS-Static/ProcessedData/DOW-1010","clip-006","clip-003","0"
"./data/SFS-Static/ProcessedData/EECS-3427","clip-001","clip-003","1"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-005","clip-008","0"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-019","clip-011","0"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-010","clip-009","0"
"./data/SFS-Static/ProcessedData/GGB-2153","clip-015","clip-012","0"
"./data/SFS-Static/ProcessedData/FXB-1109","clip-007","clip-016","1"
"./data/SFS-Static/ProcessedData/EECS-1005","clip-018","clip-016","0"
"./data/SFS-Static/ProcessedData/DOW-1013","clip-013","clip-017","0"
"./data/SFS-Static/ProcessedData/EECS-3427","clip-003","clip-009","0"
"./data/SFS-Static/ProcessedData/CSRB-2246","clip-002","clip-013","1"
"./data/SFS-Static/ProcessedData/FXB-1008","clip-016","clip-023","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-026","clip-023","0"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-027","clip-001","0"
"./data/SFS-Static/ProcessedData/NAME-134","clip-013","clip-014","0"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-005","clip-023","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-023","clip-008","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-015","clip-014","0"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-012","clip-024","1"
"./data/SFS-Static/ProcessedData/DOW-2150","clip-009","clip-010","1"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-013","clip-000","0"
"./data/SFS-Static/ProcessedData/DOW-1010","clip-008","clip-005","0"
"./data/SFS-Static/ProcessedData/EECS-3427","clip-005","clip-015","1"
"./data/SFS-Static/ProcessedData/Cooley-2918","clip-000","clip-011","1"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-017","clip-003","0"
"./data/SFS-Static/ProcessedData/FXB-1032","clip-010","clip-004","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-008","clip-019","1"
"./data/SFS-Static/ProcessedData/DOW-1013","clip-017","clip-003","0"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-010","clip-009","0"
"./data/SFS-Static/ProcessedData/FXB-1008","clip-000","clip-012","1"
"./data/SFS-Static/ProcessedData/CSRB-2246","clip-008","clip-012","1"
"./data/SFS-Static/ProcessedData/BBB-1690","clip-017","clip-008","0"
"./data/SFS-Static/ProcessedData/EECS-1303","clip-003","clip-007","0"
"./data/SFS-Static/ProcessedData/EECS-1303","clip-011","clip-016","0"
"./data/SFS-Static/ProcessedData/DOW-1010","clip-003","clip-014","1"
"./data/SFS-Static/ProcessedData/GGB-1025","clip-003","clip-019","1"
"./data/SFS-Static/ProcessedData/FXB-1008","clip-017","clip-015","1"
"./data/SFS-Static/ProcessedData/EECS-3427","clip-017","clip-004","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-023","clip-024","0"
"./data/SFS-Static/ProcessedData/EWRE-185","clip-011","clip-013","0"
"./data/SFS-Static/ProcessedData/DOW-1010","clip-002","clip-015","1"
"./data/SFS-Static/ProcessedData/GGB-2153","clip-009","clip-016","1"
"./data/SFS-Static/ProcessedData/GGB-2153","clip-011","clip-015","1"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-012","clip-008","0"
"./data/SFS-Static/ProcessedData/CSRB-2236","clip-001","clip-012","1"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-010","clip-019","1"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-016","clip-007","0"
"./data/SFS-Static/ProcessedData/CSRB-2236","clip-008","clip-015","1"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-006","clip-018","1"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-005","clip-018","1"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-001","clip-013","1"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-012","clip-011","0"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-018","clip-012","0"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-016","clip-014","0"
"./data/SFS-Static/ProcessedData/Cooley-2918","clip-001","clip-017","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-027","clip-009","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-024","clip-026","1"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-016","clip-019","0"
"./data/SFS-Static/ProcessedData/EECS-1003","clip-003","clip-015","1"
"./data/SFS-Static/ProcessedData/EECS-1003","clip-004","clip-016","1"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-013","clip-014","1"
"./data/SFS-Static/ProcessedData/DOW-1010","clip-019","clip-000","0"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-004","clip-020","1"
"./data/SFS-Static/ProcessedData/GGB-2147","clip-014","clip-015","0"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-018","clip-013","0"
"./data/SFS-Static/ProcessedData/DOW-1013","clip-009","clip-010","1"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-000","clip-015","1"
"./data/SFS-Static/ProcessedData/EECS-1005","clip-019","clip-002","0"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-018","clip-028","1"
"./data/SFS-Static/ProcessedData/BBB-1690","clip-016","clip-014","1"
"./data/SFS-Static/ProcessedData/DOW-1013","clip-014","clip-004","0"
"./data/SFS-Static/ProcessedData/EECS-1303","clip-000","clip-015","1"
"./data/SFS-Static/ProcessedData/GGB-2147","clip-018","clip-002","0"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-006","clip-018","1"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-003","clip-019","1"
"./data/SFS-Static/ProcessedData/BBB-1690","clip-019","clip-010","0"
"./data/SFS-Static/ProcessedData/DOW-1013","clip-012","clip-005","0"
"./data/SFS-Static/ProcessedData/GGB-2153","clip-018","clip-015","1"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-024","clip-017","0"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-013","clip-021","1"
"./data/SFS-Static/ProcessedData/NAME-134","clip-007","clip-011","1"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-000","clip-019","1"
"./data/SFS-Static/ProcessedData/GGB-1025","clip-001","clip-014","1"
"./data/SFS-Static/ProcessedData/GGB-2147","clip-011","clip-016","1"
"./data/SFS-Static/ProcessedData/EECS-1005","clip-013","clip-002","0"
"./data/SFS-Static/ProcessedData/DOW-1013","clip-014","clip-002","0"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-006","clip-010","1"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-014","clip-018","0"
"./data/SFS-Static/ProcessedData/Cooley-2918","clip-009","clip-010","1"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-011","clip-002","0"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-007","clip-014","1"
"./data/SFS-Static/ProcessedData/EECS-3427","clip-005","clip-018","1"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-013","clip-017","1"
"./data/SFS-Static/ProcessedData/EECS-1003","clip-002","clip-012","1"
"./data/SFS-Static/ProcessedData/BBB-1690","clip-003","clip-013","1"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-015","clip-023","1"
"./data/SFS-Static/ProcessedData/EECS-1003","clip-010","clip-013","1"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-000","clip-010","1"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-016","clip-007","0"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-017","clip-012","0"
"./data/SFS-Static/ProcessedData/EWRE-185","clip-009","clip-007","1"
"./data/SFS-Static/ProcessedData/FXB-1032","clip-019","clip-005","0"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-027","clip-017","1"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-016","clip-011","1"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-006","clip-020","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-014","clip-021","1"
"./data/SFS-Static/ProcessedData/EECS-3427","clip-007","clip-013","1"
"./data/SFS-Static/ProcessedData/DOW-1013","clip-000","clip-013","1"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-023","clip-006","0"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-013","clip-016","1"
"./data/SFS-Static/ProcessedData/FXB-1008","clip-021","clip-011","0"
"./data/SFS-Static/ProcessedData/FXB-1032","clip-018","clip-010","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-008","clip-028","1"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-018","clip-021","0"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-001","clip-028","1"
"./data/SFS-Static/ProcessedData/NAME-134","clip-019","clip-001","0"
"./data/SFS-Static/ProcessedData/EECS-1005","clip-002","clip-010","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-000","clip-028","1"
"./data/SFS-Static/ProcessedData/FXB-1109","clip-016","clip-005","0"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-021","clip-004","0"
"./data/SFS-Static/ProcessedData/EECS-1003","clip-014","clip-000","0"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-025","clip-007","0"
"./data/SFS-Static/ProcessedData/EECS-1005","clip-011","clip-009","0"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-015","clip-014","1"
"./data/SFS-Static/ProcessedData/FXB-1109","clip-010","clip-019","1"
"./data/SFS-Static/ProcessedData/FXB-1032","clip-015","clip-005","0"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-023","clip-002","0"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-002","clip-010","0"
"./data/SFS-Static/ProcessedData/FXB-1008","clip-011","clip-023","1"
"./data/SFS-Static/ProcessedData/EWRE-185","clip-013","clip-011","1"
"./data/SFS-Static/ProcessedData/EECS-1005","clip-001","clip-014","1"
"./data/SFS-Static/ProcessedData/GGB-2153","clip-001","clip-010","1"
"./data/SFS-Static/ProcessedData/DOW-2150","clip-018","clip-019","1"
"./data/SFS-Static/ProcessedData/CSRB-2246","clip-003","clip-019","1"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-018","clip-010","1"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-014","clip-013","0"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-017","clip-001","0"
"./data/SFS-Static/ProcessedData/BBB-1690","clip-011","clip-001","0"
"./data/SFS-Static/ProcessedData/DOW-1010","clip-017","clip-006","0"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-021","clip-010","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-019","clip-000","0"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-022","clip-010","0"
"./data/SFS-Static/ProcessedData/Cooley-2918","clip-019","clip-013","0"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-022","clip-010","0"
"./data/SFS-Static/ProcessedData/EECS-1303","clip-015","clip-007","0"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-010","clip-005","0"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-018","clip-021","1"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-013","clip-017","1"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-013","clip-008","0"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-020","clip-008","0"
"./data/SFS-Static/ProcessedData/NAME-134","clip-011","clip-019","1"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-023","clip-000","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-021","clip-001","0"
"./data/SFS-Static/ProcessedData/FXB-1032","clip-017","clip-016","0"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-021","clip-022","1"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-014","clip-017","1"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-013","clip-023","1"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-007","clip-013","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-015","clip-007","0"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-019","clip-008","0"
"./data/SFS-Static/ProcessedData/FXB-1008","clip-005","clip-016","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-018","clip-006","0"
"./data/SFS-Static/ProcessedData/CSRB-2236","clip-005","clip-009","1"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-011","clip-016","0"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-018","clip-011","0"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-003","clip-021","1"
"./data/SFS-Static/ProcessedData/NAME-134","clip-001","clip-010","1"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-009","clip-019","1"
"./data/SFS-Static/ProcessedData/GGB-2147","clip-007","clip-012","1"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-025","clip-000","0"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-002","clip-017","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-003","clip-008","0"
"./data/SFS-Static/ProcessedData/FXB-1032","clip-010","clip-012","1"
"./data/SFS-Static/ProcessedData/GGB-2147","clip-003","clip-010","1"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-008","clip-018","1"
"./data/SFS-Static/ProcessedData/DOW-2150","clip-003","clip-011","1"
"./data/SFS-Static/ProcessedData/FXB-1109","clip-013","clip-003","0"
"./data/SFS-Static/ProcessedData/EECS-1005","clip-013","clip-015","0"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-007","clip-008","1"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-016","clip-008","0"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-016","clip-013","0"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-007","clip-026","1"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-007","clip-011","1"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-029","clip-001","0"
"./data/SFS-Static/ProcessedData/DOW-1010","clip-007","clip-017","1"
"./data/SFS-Static/ProcessedData/CSRB-2246","clip-014","clip-015","1"
"./data/SFS-Static/ProcessedData/FXB-1032","clip-016","clip-010","0"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-007","clip-022","1"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-014","clip-018","1"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-010","clip-004","0"
"./data/SFS-Static/ProcessedData/DOW-1010","clip-018","clip-017","1"
"./data/SFS-Static/ProcessedData/FXB-1109","clip-014","clip-000","0"
"./data/SFS-Static/ProcessedData/FXB-1109","clip-008","clip-016","1"
"./data/SFS-Static/ProcessedData/BBB-1690","clip-010","clip-005","0"
"./data/SFS-Static/ProcessedData/FXB-1008","clip-019","clip-004","0"
"./data/SFS-Static/ProcessedData/NAME-134","clip-018","clip-009","0"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-017","clip-000","0"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-011","clip-024","1"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-023","clip-026","0"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-025","clip-019","0"
"./data/SFS-Static/ProcessedData/BBB-1690","clip-005","clip-010","1"
"./data/SFS-Static/ProcessedData/NAME-134","clip-015","clip-003","0"
"./data/SFS-Static/ProcessedData/BBB-1690","clip-014","clip-013","1"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-017","clip-005","0"
"./data/SFS-Static/ProcessedData/BBB-1690","clip-012","clip-009","0"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-014","clip-020","1"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-025","clip-010","0"
"./data/SFS-Static/ProcessedData/CSRB-2246","clip-015","clip-018","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-021","clip-005","0"
"./data/SFS-Static/ProcessedData/GGB-2147","clip-019","clip-018","1"
"./data/SFS-Static/ProcessedData/FXB-1109","clip-018","clip-005","0"
"./data/SFS-Static/ProcessedData/GGB-2147","clip-016","clip-010","0"
"./data/SFS-Static/ProcessedData/DOW-1010","clip-017","clip-003","0"
"./data/SFS-Static/ProcessedData/FXB-1008","clip-017","clip-005","0"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-017","clip-026","1"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-001","clip-018","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-002","clip-024","1"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-010","clip-015","0"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-014","clip-008","0"
"./data/SFS-Static/ProcessedData/GGB-2147","clip-003","clip-008","0"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-029","clip-024","0"
"./data/SFS-Static/ProcessedData/CSRB-2236","clip-009","clip-005","0"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-024","clip-009","0"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-015","clip-019","0"
"./data/SFS-Static/ProcessedData/DOW-1013","clip-011","clip-009","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-025","clip-011","0"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-005","clip-021","1"
"./data/SFS-Static/ProcessedData/DOW-2150","clip-004","clip-017","1"
"./data/SFS-Static/ProcessedData/GGB-2147","clip-015","clip-012","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-020","clip-000","0"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-015","clip-011","0"
"./data/SFS-Static/ProcessedData/BBB-1690","clip-015","clip-005","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-029","clip-017","0"
"./data/SFS-Static/ProcessedData/EWRE-185","clip-012","clip-014","1"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-013","clip-004","0"
"./data/SFS-Static/ProcessedData/GGB-1025","clip-009","clip-010","1"
"./data/SFS-Static/ProcessedData/FXB-1032","clip-001","clip-010","1"
"./data/SFS-Static/ProcessedData/CSRB-2236","clip-010","clip-013","0"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-015","clip-000","0"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-003","clip-013","1"
"./data/SFS-Static/ProcessedData/DOW-2150","clip-002","clip-017","1"
"./data/SFS-Static/ProcessedData/NAME-134","clip-015","clip-019","1"
"./data/SFS-Static/ProcessedData/FXB-1032","clip-006","clip-017","1"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-024","clip-025","1"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-003","clip-022","1"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-017","clip-003","0"
"./data/SFS-Static/ProcessedData/DOW-2150","clip-011","clip-002","0"
"./data/SFS-Static/ProcessedData/GGB-2147","clip-001","clip-014","1"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-007","clip-005","0"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-015","clip-010","1"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-003","clip-017","1"
"./data/SFS-Static/ProcessedData/FXB-1008","clip-014","clip-018","1"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-006","clip-026","1"
"./data/SFS-Static/ProcessedData/BBB-1690","clip-003","clip-015","1"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-025","clip-017","0"
"./data/SFS-Static/ProcessedData/EWRE-185","clip-012","clip-007","0"
"./data/SFS-Static/ProcessedData/BBB-1690","clip-013","clip-012","0"
"./data/SFS-Static/ProcessedData/EECS-1303","clip-001","clip-013","1"
"./data/SFS-Static/ProcessedData/EECS-1003","clip-010","clip-004","0"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-015","clip-007","0"
"./data/SFS-Static/ProcessedData/EWRE-185","clip-009","clip-014","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-022","clip-008","0"
"./data/SFS-Static/ProcessedData/CSRB-2246","clip-005","clip-012","1"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-024","clip-015","1"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-012","clip-017","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-015","clip-009","0"
"./data/SFS-Static/ProcessedData/EECS-1005","clip-010","clip-006","0"
"./data/SFS-Static/ProcessedData/GGB-2153","clip-015","clip-017","0"
"./data/SFS-Static/ProcessedData/EWRE-185","clip-005","clip-017","1"
"./data/SFS-Static/ProcessedData/CSRB-2246","clip-019","clip-001","0"
"./data/SFS-Static/ProcessedData/GGB-2153","clip-015","clip-011","0"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-007","clip-013","1"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-006","clip-013","1"
"./data/SFS-Static/ProcessedData/EWRE-185","clip-017","clip-000","0"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-026","clip-024","1"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-020","clip-023","1"
"./data/SFS-Static/ProcessedData/DOW-1013","clip-007","clip-017","1"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-001","clip-013","1"
"./data/SFS-Static/ProcessedData/FXB-1032","clip-005","clip-010","1"
"./data/SFS-Static/ProcessedData/FXB-1109","clip-017","clip-016","0"
"./data/SFS-Static/ProcessedData/DOW-1013","clip-015","clip-004","0"
"./data/SFS-Static/ProcessedData/FXB-1109","clip-012","clip-007","0"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-026","clip-018","0"
"./data/SFS-Static/ProcessedData/EECS-3427","clip-018","clip-004","0"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-023","clip-000","0"
"./data/SFS-Static/ProcessedData/EECS-1303","clip-014","clip-004","0"
"./data/SFS-Static/ProcessedData/GGB-1025","clip-006","clip-019","1"
"./data/SFS-Static/ProcessedData/FXB-1109","clip-010","clip-004","0"
"./data/SFS-Static/ProcessedData/CSRB-2236","clip-004","clip-010","1"
"./data/SFS-Static/ProcessedData/FXB-1008","clip-018","clip-022","1"
"./data/SFS-Static/ProcessedData/EECS-1005","clip-003","clip-018","1"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-020","clip-009","0"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-009","clip-018","1"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-019","clip-018","1"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-017","clip-018","0"
"./data/SFS-Static/ProcessedData/DOW-1013","clip-009","clip-013","1"
"./data/SFS-Static/ProcessedData/DOW-2150","clip-017","clip-003","0"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-015","clip-019","0"
"./data/SFS-Static/ProcessedData/EECS-1303","clip-017","clip-002","0"
"./data/SFS-Static/ProcessedData/FXB-1109","clip-014","clip-016","0"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-027","clip-003","0"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-017","clip-016","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-024","clip-002","0"
"./data/SFS-Static/ProcessedData/NAME-134","clip-002","clip-014","1"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-021","clip-010","0"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-027","clip-005","0"
"./data/SFS-Static/ProcessedData/GGB-2153","clip-001","clip-016","1"
"./data/SFS-Static/ProcessedData/BBB-1690","clip-009","clip-011","1"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-000","clip-024","1"
"./data/SFS-Static/ProcessedData/EECS-1303","clip-014","clip-003","0"
"./data/SFS-Static/ProcessedData/Cooley-2918","clip-016","clip-017","1"
"./data/SFS-Static/ProcessedData/Cooley-2918","clip-001","clip-019","1"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-011","clip-018","1"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-025","clip-023","1"
"./data/SFS-Static/ProcessedData/DOW-1010","clip-015","clip-006","0"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-006","clip-020","1"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-003","clip-018","1"
"./data/SFS-Static/ProcessedData/NAME-134","clip-014","clip-000","0"
"./data/SFS-Static/ProcessedData/DOW-2150","clip-012","clip-001","0"
"./data/SFS-Static/ProcessedData/EECS-1003","clip-007","clip-012","1"
